Trondheim-priser i Elspot pr time for 2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Timeveid pris (NOK/MWh);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oppgi kilde: Nord Pool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date;Hour;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;Kjøredag;Døgnpris;;;;;;;
31.12.13;232,76;226,01;225,57;225,2;224,83;227,18;236,58;239,3;242,75;244,73;250,17;251,05;252;252,15;253,76;255,16;259,56;258,9;254,72;253,32;250,46;248,18;244,59;228,65;31.12.12;243,23;;;;Trondheimpris for Elspot i 2013;;;
01.01.14;227,92;226,23;225,93;225,49;224,91;224,54;224,98;225,64;224,91;224,83;226,89;233,06;244,07;244,73;247,52;249,65;256,7;266,1;268,67;266,83;260,45;252,66;254,42;238,27;01.01.13;240,23;;;Uke;;;;
02.01.14;241,13;237,54;233,72;236,21;242,09;257,14;266,98;285,26;289,45;282,99;284,02;282,62;279,54;278,66;278,36;285,26;293,12;297,53;290,92;284,53;275,06;271,24;267,05;254,13;02.01.13;270,61;;;1;253,62;;Januar;306,72
03.01.14;240,79;229,3;225,93;226,23;238,45;250,82;257,92;262,24;266,33;267,29;268,68;267,87;267,21;266,41;266,48;268,38;272,41;271,6;269,85;266,48;262,68;259,31;254,33;220,88;03.01.13;256,16;;;2;295,87;;Februar;293,08
04.01.14;220,19;209,18;208,67;208,74;210,71;237,18;251,84;262,86;269,49;267,53;268,4;267,23;265,92;264,9;261,4;263,15;268,33;273;270,95;265,99;262,78;258,41;256,44;239,81;04.01.13;251,38;;;3;347,2;;Mars;333,05
05.01.14;247,46;239,95;235,2;235,86;239,14;246,29;248,26;248,19;251,55;263,01;267,89;268,19;266,58;263,66;263,81;268,48;278,18;282,34;280,3;269,72;264,54;261,84;260,52;258,63;05.01.13;258,73;;;4;341,31;;April;349,04
06.01.14;255,28;242,04;236,03;237,21;237,5;240,06;243,5;241,3;246,28;250,67;256,23;262,97;261,94;256,38;255,06;257,48;263,11;273,43;276,29;273,87;270,51;263,92;263,26;255,5;06.01.13;254,99;;;5;272,67;;Mai;279,6
07.01.14;255,87;246,65;242,4;243,43;250,16;262,53;283,61;298,17;310,69;309,96;307,98;306,3;295,68;293,78;299,12;307,47;313,91;307,76;299,2;286,46;278,48;274,09;267,07;260,19;07.01.13;283,37;;;6;286,04;;Juni;263,98
08.01.14;259,33;256,19;254,87;254,94;257,65;265,99;288,24;311,95;321,38;314,65;308,51;304,48;303,6;302,36;303,75;319,77;330,31;328,48;319,41;309,09;293,29;287,65;279,6;264,31;08.01.13;293,33;;;7;301,45;;Juli;268,27
09.01.14;267,51;263,33;259,66;262,08;263,4;273,38;289;314,23;329,56;314,23;305,21;301,25;298,9;305,14;300,44;305,8;325,89;324,13;309,83;294,43;286,29;278,36;269,12;258,49;09.01.13;291,65;;;8;295,81;;August;287,44
10.01.14;255,73;252;241,66;249,8;262,04;271,79;284,54;309,24;334,16;319,65;311,44;310,19;311,07;317,45;325,88;335,55;378,51;381,36;323,53;307,48;296,93;290,92;284,32;273,69;10.01.13;301,21;;;9;296,05;;September;345,14
11.01.14;270,43;264,14;261,51;258,08;261;278,47;297,03;343,3;362,59;355,14;342,06;328,46;327,22;321,81;330;333,36;363,91;369,68;331,02;309,39;295,79;289,72;283,88;275,11;11.01.13;310,55;;;10;302,35;;Oktober;337,19
12.01.14;279,07;275,98;271,42;272,01;271,12;273,92;278,77;284,07;288,85;297,97;303,19;305,25;303,27;301,21;301,21;317,54;345,56;393,15;361,6;313,86;295,03;292,82;290,84;279,73;12.01.13;299,89;;;11;348,62;;November;305,51
13.01.14;285,51;283,07;279,68;271,64;272,08;275,62;275,18;278,06;279,09;283,81;288,68;293,33;291,86;288,17;287,58;291,49;298,05;327,5;352,22;317,9;299,83;292,52;292,67;280,56;13.01.13;291,09;;;12;352,3;;Desember;272,78
14.01.14;272,23;270,38;270,16;271,78;278,2;284,99;313,18;447,41;458,04;374,06;345,65;332,74;337,9;386,9;412,58;417,38;424,46;458,48;358,64;331,63;315,32;307,35;298,72;280,56;14.01.13;343,7;;;13;347,13;;Året;303,43
15.01.14;285,68;278,68;272,26;279,56;282,59;290,26;315,11;459,06;474,91;466,06;461,05;404,71;379,63;416,58;434,28;454,78;475,58;522,99;411,86;348,29;319,9;307,59;299,03;286,27;15.01.13;371,95;;;14;403,62;;;
16.01.14;287,19;279,75;275,26;279,53;283,07;297,21;327,55;462,82;502,22;531,31;442,2;388,08;426,96;467,46;431,75;426,96;433,88;514,96;442,13;360,39;317,38;308,47;298,02;285,79;16.01.13;377,93;;;15;391,31;;;
17.01.14;292,52;289,7;288,95;291,18;294,3;302,02;325,25;457,07;463,31;444,75;431,54;429,61;434,36;464,79;459,52;459,74;462,42;540,57;638,85;454,99;361,17;341,13;314,04;299,94;17.01.13;397,57;;;16;327,88;;;
18.01.14;294,76;288,46;286,31;289,2;290,68;299,95;332,27;462,9;493,44;481,51;454,08;370,16;358,89;349,77;350,88;355,63;404,78;461,12;384,61;327,38;311,14;299,73;290,54;286,83;18.01.13;355,21;;;17;289,31;;;
19.01.14;281,29;277,49;276,67;277,04;280,47;282,11;285,83;284,19;289,33;303,48;309,51;312,27;309,81;305,42;298,57;299,61;310,56;362,17;344,74;311,67;297,82;290,45;286,43;275,18;19.01.13;298;;;18;293,17;;;
20.01.14;281,46;280,05;275,87;273,93;275,34;280,27;282,21;282,36;283,25;288,18;294,75;299,37;296,46;286,69;281,09;284;294,22;299,37;303,92;297,28;290,64;282,36;282,21;269,67;20.01.13;286,04;;;19;286,41;;;
21.01.14;268,78;267,29;269,3;275,57;282,13;290,42;297,95;327,43;342,35;329,22;321,23;318,85;319,59;321,09;320,49;323,47;349,74;373,54;328,7;318,92;308,03;302,21;295,57;272,73;21.01.13;309,36;;;20;269,46;;;
22.01.14;272,35;268,69;270,71;277,64;282,27;288,53;300,32;403,19;472,56;378,27;359,03;351,12;339,48;350,07;350,89;395,65;453,02;559,91;370,36;335,68;328,74;320,76;303,97;295,62;22.01.13;347,03;;;21;263,69;;;
23.01.14;294,78;285,39;282,18;284,94;289,26;300,74;349,11;507,57;558,25;522,25;522,18;506,82;491,4;480,14;459,05;436,84;448,09;550,28;410,08;365,29;340,09;321,31;306,18;300;23.01.13;400,51;;;22;278,29;;;
24.01.14;300,73;296,14;290;293,55;291,41;304,95;373,18;506,89;524,73;546,78;448,14;421,5;512,44;474,78;469,82;445,62;486,17;570,83;591,55;347,13;329,74;349,2;324,71;297,18;24.01.13;408,22;;;23;289,92;;;
25.01.14;298,1;291,14;289,43;290,25;294,77;304,11;389,32;465,05;516,33;517,96;503,66;494,91;449,05;408,14;375,09;375,61;408,14;461,49;427,19;327,89;305,66;299,29;289,73;276,47;25.01.13;377,45;;;24;284,22;;;
26.01.14;272,45;270,08;267,93;269,41;269,34;269,93;270,08;271,04;271,71;280,38;286,31;286,6;282,45;280,01;277,49;280,68;288,68;299,2;295,05;289,64;282,38;271,64;274,23;267,63;26.01.13;278,1;;;25;238,66;;;
27.01.14;262,92;260,91;256,89;256,59;260,09;261,73;261,95;262,62;265,52;268,58;274,01;275,13;274,39;272,82;272;272,9;276,54;282,43;286,75;283,1;272,6;264,78;265,97;252,12;27.01.13;268,47;;;26;249,53;;;
28.01.14;253,16;251,15;255,25;261,21;263,29;265,6;282,28;295,68;299,03;297,39;295,31;293,15;291,29;290,92;290,99;291,36;293,82;297,69;295,83;290,25;281,31;267,83;259,64;251,82;28.01.13;279,8;;;27;245;;;
29.01.14;244,65;241,97;241,37;245,92;247,11;258,88;267,96;278,83;282,56;282,86;282,71;286,06;285,54;290,08;292,61;293,65;295,59;317,26;298,05;293,8;289,63;281,59;269,6;249,94;29.01.13;275,76;;;28;254,71;;;
30.01.14;244,06;241,6;237,07;237,89;244,8;253,27;264,27;279,43;281,14;278,76;278,69;277,43;274,9;272;270,37;270,81;274,9;280,77;275,49;274,3;269,55;257,51;251,86;245,99;30.01.13;264,04;;;29;276,45;;;
31.01.14;245,56;241,32;238,34;229,71;246,53;258,5;264,53;274,94;276,8;273,68;272,71;270,03;268,62;270,55;272,71;275,98;279,7;287,36;286,1;278,74;272,78;271,97;266,39;257,68;31.01.13;265,88;;;30;288,75;;;
01.02.14;251,94;249,63;249,48;256,85;259,97;266,82;274,18;286,31;304,39;312,2;314,29;306,7;297,4;295,61;291,82;292,71;299,41;329,39;312,28;296,43;288,17;282,81;281,25;271,65;01.02.13;286,32;;;31;280,96;;;
02.02.14;274,8;266,47;252,78;251,97;252,86;257,77;259,55;262,45;272,19;281,64;284,54;283,2;279,41;273,09;264,76;266,77;273,38;287,07;291,08;286,25;274,35;263,05;267,81;257,17;02.02.13;270,18;;;32;284,12;;;
03.02.14;264,68;253,66;252,32;251,65;252,25;257,91;260,81;262,3;265,88;274,59;278,02;278,09;272,43;263,86;264,46;267,22;274,29;278,83;280,85;277,27;274,22;271,09;266,25;258,65;03.02.13;266,73;;;33;268,5;;;
04.02.14;257,83;254,78;256,27;258,35;261,03;269,45;285,46;294,85;300,43;295,67;292,39;285,91;280,4;276,67;275,78;276;277,72;280,99;280,32;275,11;267,37;259,69;258,5;257,31;04.02.13;274,1;;;34;285,5;;;
05.02.14;252,58;250,12;247,45;247,15;249,6;260,24;270,95;286,49;288,87;286,49;282,92;280,47;279,8;279,5;279,2;283,52;294,15;308,28;296,91;293,11;287,01;279,35;274,74;255,55;05.02.13;275,6;;;35;316,51;;;
06.02.14;257,89;257,08;250,1;258,56;262,64;274,82;286,47;308,97;328,94;320,32;317,8;307,18;301,39;301,39;300,8;301,02;308,52;326,41;309,19;300,35;291,74;284,54;272,52;263,24;06.02.13;291,33;;;36;345,43;;;
07.02.14;266,16;258,95;257,24;260,73;266,53;279,39;301,83;328,81;357,13;333,05;325,84;310,53;308,89;306,22;308,08;307,41;311,35;390,58;330,3;309,94;302,87;299,46;293,36;279,09;07.02.13;303,91;;;37;368,05;;;
08.02.14;273,35;266,35;265,83;269,48;274,54;281,68;301,02;316,93;336,64;325,93;313,59;307,64;303,4;300,94;300,2;298,86;302,43;312,4;304,88;299,31;291,79;288,3;284,8;272,16;08.02.13;295,52;;;38;331,34;;;
09.02.14;270,9;266,83;263,79;260,09;262,16;263,94;269,93;276,22;280,66;295,17;298,72;298,35;296,79;293,24;287,25;288,65;297,9;315,66;310,11;301,38;294,65;281,99;278;265,2;09.02.13;284,07;;;39;342,72;;;
10.02.14;277,48;267,05;263,65;263,35;265,28;266,98;273,12;275,85;274,08;279,33;282,06;285,39;280,59;277,92;275,85;276,96;280,81;293,82;299,67;295,08;287,09;279,55;278,14;267,05;10.02.13;277,76;;;40;339,92;;;
11.02.14;271,27;268,75;266,61;270,23;273,86;279,48;297,37;340,49;352,62;347,29;332,72;329,54;315,49;308,1;305,21;307,06;316,38;369,04;373,84;335,61;304,62;298,56;297,3;285,24;11.02.13;310,28;;;41;333,98;;;
12.02.14;275,31;270,22;271,99;273,76;275,61;281,15;298,07;354,65;403,26;374,82;377,33;337,73;322,59;314,24;317,94;313,5;324,58;404,29;354,43;313,5;303,46;299,54;294,37;283,22;12.02.13;318,32;;;42;373,28;;;
13.02.14;272,69;272,76;271,14;274,1;279,49;286,81;305,59;455,05;464,29;444,19;419,35;337,81;318,82;315,56;315,93;315,12;325,1;399,39;347,79;313,2;301,59;298,71;290,21;276,46;13.02.13;329,21;;;43;334,9;;;
14.02.14;272,95;269,85;268,23;270,88;271,03;278,63;295,15;313,3;324,37;313,3;313,97;306,44;302,75;300,98;301,2;301,13;302,24;316,55;307,99;300,54;295,3;290,58;281,14;270,88;14.02.13;294,56;;;44;284,87;;;
15.02.14;265,88;263,74;261,83;267,94;274,27;282,74;294,89;314,33;334,94;327,73;322,94;314,11;305,56;301,15;298,86;297,39;299,67;309,69;307,26;299,01;294,52;289,88;285,98;278,1;15.02.13;295,52;;;45;306,18;;;
16.02.14;274,26;271,3;267,01;264,86;266,49;267,31;271,38;279,74;289,21;293,21;295,72;295,43;293,8;290,99;284,85;283,07;290,84;302,01;302,53;296,46;291,58;282,48;280,11;274,11;16.02.13;283,7;;;46;299,79;;;
17.02.14;274,78;269,3;265,75;261,46;262,87;266,05;271,97;274,78;282,18;284,03;283,81;284,33;278,41;275,59;272,93;274,19;280,92;296,17;301,27;296,61;291,8;280,55;282,48;273,15;17.02.13;278,56;;;47;317,71;;;
18.02.14;273,97;270,19;265,6;266,05;277,07;287,58;296,39;310,01;325,03;317,41;313,63;303,05;300,53;298,39;295,95;294,76;296,24;301,42;299,28;294,76;289,14;283,07;278,33;266,12;18.02.13;291,83;;;48;304,38;;;
19.02.14;265,28;258,54;248,76;255,5;262,09;275,05;288,83;296,97;299,12;298,01;298,45;296,75;295,79;296,45;296,01;294,45;296,16;303,19;302,97;298,23;294,16;290,9;278,9;263,87;19.02.13;285,6;;;49;303,75;;;
20.02.14;264,67;259,11;259,4;265,56;272,45;284,24;294,47;303,44;310,41;311,07;308,55;303,51;303,07;301,73;299,21;298,62;300,03;315;312,26;301,96;296,32;294,25;287,28;270,45;20.02.13;292,38;;;50;299,85;;;
21.02.14;283,13;274,59;274,37;280,09;285,21;295,68;313,65;356,34;398,37;373,27;364,22;334,89;324,64;317,58;311,5;310,16;311,2;334,22;328,35;311,35;306,45;304,66;298,72;289,96;21.02.13;315,94;;;51;259,36;;;
22.02.14;292,03;284,17;286,11;292,33;296,67;302,28;322,35;348,7;399,3;385,75;348,62;327,74;323,1;317,03;313,74;311,79;312,99;327,44;327,81;316,28;310,59;304,83;296,75;288,36;22.02.13;318,2;;;52;235,58;;;
23.02.14;293,7;283,08;277,4;276,05;277,4;280,91;278,59;279,04;283,98;288,47;290,63;289,59;286,07;280,01;276,2;278,74;284,5;299,23;308,43;303,12;289,74;287,19;282,48;275,08;23.02.13;285,4;;;;;;;
24.02.14;276,05;274,7;273,28;272,09;273,06;274,93;272,16;270,6;276,5;277,02;282,1;291,28;289,41;277,24;277,84;277,91;277,91;292,62;301,21;300,54;294,94;288,97;284,26;275,52;24.02.13;281,34;;;;;;;
25.02.14;269,03;266,49;267,76;274,33;278,44;293,15;303,3;308,68;311,89;310,77;309,2;306,89;305,32;304,12;303;302,26;303,45;309,72;311,14;307,48;302,41;299,19;294,27;276,42;25.02.13;296,61;;;;;;;
26.02.14;280,27;274,59;270,48;277,43;286,55;296,86;307,47;312,25;317,63;316,29;312,47;309,93;309,26;307,77;307,32;306,8;307,32;311,13;311,43;310,01;307,1;302,54;294,99;280,5;26.02.13;300,77;;;;;;;
27.02.14;289,67;278,02;278,84;283,02;291,98;301,47;310,58;324,69;334,62;328,95;318,19;312,37;310,28;308,64;307,44;306,25;307,07;311,55;312,97;310,73;306,4;301,24;295,04;284,07;27.02.13;304,75;;;;;;;
28.02.14;280,26;276,45;272,26;279,14;286,9;297,81;307,15;314,91;321,11;316,78;314,47;309,98;305,65;301,84;300,27;297,96;298,41;305,95;307,3;305,43;298,85;294,82;283,24;270,77;28.02.13;297,82;;;;;;;
01.03.14;276,51;271,72;269,92;269,62;276,81;290,3;307,08;313,07;319,29;318,39;315,39;312,4;309,92;307,08;302,58;301,61;304,53;313,82;315,77;313,22;309,7;306,1;298,69;291,64;01.03.13;300,63;;;;;;;
02.03.14;306,15;291,77;287,49;286,97;289,37;288,24;285,62;291,54;296,56;300,01;302,26;290,79;287,72;277,6;270,94;265,77;277,75;290,12;304,28;293,11;281,58;273,78;267,94;250,56;02.03.13;285,75;;;;;;;
03.03.14;265,59;259,17;254,92;255;260,52;272,68;270,81;271,04;276,56;279,17;284,02;295,51;288,57;278,87;277,08;285,14;300,21;311,77;319,98;320,72;316,17;312,14;306,85;301,33;03.03.13;285,99;;;;;;;
04.03.14;298,94;290,58;289,54;294,39;296,4;304,76;322,51;347,88;362,72;353,18;336,31;317,81;305,88;301,85;304,68;312,44;316,84;320,35;324,08;320,27;316,1;311,32;283,79;274,24;04.03.13;312,79;;;;;;;
05.03.14;278,38;272,06;275,78;283;287,01;298,85;307,63;323,48;326,45;316,71;308,3;303,61;304,58;302,27;301,6;303,68;313,88;323,78;324,52;321,32;316,71;310,08;290,07;278,9;05.03.13;303,03;;;;;;;
06.03.14;277,08;271,87;274,92;284,83;289,59;304,12;319,6;329,58;331,89;327,27;321,17;310,15;303,44;304,04;307,24;311,86;313,57;318,19;322,28;320,57;313,87;309,4;300,47;280,51;06.03.13;306,15;;;;;;;
07.03.14;279,23;271,06;272,47;283,02;285,55;296,1;312,82;326,71;334,66;326,93;324,48;319,65;309,25;307,47;306,35;305,16;299,74;320,77;326,26;324,93;320,54;304,87;289,56;284,8;07.03.13;305,52;;;;;;;
08.03.14;283,59;281,51;279,59;280,33;284,78;291,9;314,16;322,99;324,11;319,13;311,94;307,11;291,98;290,12;287,97;286,19;290,05;307,19;321,21;319,58;312,31;302,51;290,12;284,93;08.03.13;299,39;;;;;;;
09.03.14;293,58;289,94;288,67;289,27;292,69;295,74;296,86;292,24;291,13;297,75;298,2;297,82;295,07;290,9;289,49;289,42;288,82;299,01;319,85;319,92;299,09;298,57;292,54;288;09.03.13;295,61;;;;;;;
10.03.14;293,89;290,32;288,61;288,38;289,65;291,73;289,95;290,25;291,29;294,34;294,79;293,15;291,51;288,09;287,12;287,27;288,38;301,04;309,83;316,9;306,92;300,3;293,15;288,38;10.03.13;293,97;;;;;;;
11.03.14;295,53;294,71;298,06;306,11;310,87;316,83;321,97;342,59;355,7;349,52;335,22;331,2;325,99;323,23;322,34;322,64;321,67;339,24;396,28;377,81;341,25;322,04;309,83;303,28;11.03.13;327,66;;;;;;;
12.03.14;311,33;305,38;305,6;308,73;312,67;320,86;341,93;423,67;434,84;408,78;384,74;358,09;338,28;334,78;331,21;334,63;333,15;363,97;431,86;405,58;354,96;333,44;323,84;307,09;12.03.13;350,39;;;;;;;
13.03.14;304,36;294,45;295,42;302,12;309,2;321,94;346,97;460,78;550,91;562,38;455,79;360,67;357,77;348,83;354,49;346,52;341,16;373,11;418,92;408,79;368,64;340,63;324,4;312,92;13.03.13;369,22;;;;;;;
14.03.14;319,07;308,94;311,92;318,25;324,44;336,37;407,49;625,62;629,28;476,97;425,23;374,09;343,15;340,54;338,38;342,26;356,95;445,21;542,72;550,92;433,06;352,17;330,85;316,69;14.03.13;397,94;;;;;;;
15.03.14;324,19;322,83;323,81;327,04;329,74;341,38;363,08;541,66;563,81;492,02;398,68;359,71;337,63;330,12;329,07;325,16;326,66;344,84;419,63;379,15;335,67;324,49;318,48;313,52;15.03.13;365,52;;;;;;;
16.03.14;321,66;320,98;319,24;318,41;317,81;320,75;324,6;328,08;326,34;327,32;324,07;318,79;314,34;311,39;309,43;310,03;312,37;327,09;344,68;346,42;323,02;315,32;315,24;312,3;16.03.13;321,24;;;;;;;
17.03.14;314,1;313,35;310,13;309,31;312;315,3;312,83;312,45;305,71;306,68;306,53;302,33;300,91;299,86;299,26;298,29;298,51;307,96;321,67;323,47;317,4;310,65;301,81;300,91;17.03.13;308,39;;;;;;;
18.03.14;293,26;291,84;293,71;301,81;310,06;320,93;326,4;332,17;334,27;331,35;329,17;329,02;329,77;332,84;334,34;331,27;328,8;333,44;341,24;338,99;328,27;322,2;304,81;291,84;18.03.13;321,33;;;;;;;
19.03.14;302,02;301,04;305,1;314,86;319,37;329,36;337,84;374,12;390,57;381,03;349,04;341,83;335,52;333,41;333,49;330,26;332,29;344,91;358,5;358,12;344,83;338,15;322,37;297,14;19.03.13;336,47;;;;;;;
20.03.14;300,26;299,21;301,54;310,26;320,63;331,23;350,39;444,72;507,32;444,94;413;382,71;353,85;360,61;359,34;363,77;352,95;368,58;378,12;384,59;356,78;351,14;334,61;313,94;20.03.13;361,85;;;;;;;
21.03.14;317,58;315,24;323,6;334,36;337,97;345,5;371,46;559,07;678,35;560,8;484,94;429,48;383,27;376,35;369,13;383,57;369,5;429,25;594,06;720,12;394,11;384,7;353,47;328,94;21.03.13;422,7;;;;;;;
22.03.14;331,05;333,62;334,15;335,35;338,97;349,08;377,23;497,11;422,57;365,46;358,06;348,86;344,03;342,9;339,96;337,92;337,69;341,24;349,61;349,39;344,26;340,71;336,03;331,73;22.03.13;353,62;;;;;;;
23.03.14;327,28;328,19;324,79;330,23;333,1;333,47;332,49;337,1;338,69;343,44;344,05;340,57;336,34;328,34;325,01;325,77;334,68;339,37;348,88;355,38;344,73;340,35;334,98;318,75;23.03.13;335,25;;;;;;;
24.03.14;330,56;324,46;327,55;329,96;332,37;334,63;335,46;337,35;337,12;338,78;341,04;339,76;335,99;333,05;329,51;327,77;329,43;337,05;345,64;349,64;345,04;339,84;336,14;318,95;24.03.13;334,88;;;;;;;
25.03.14;319,18;319,63;324,08;334,78;339,23;349,71;356,12;392,68;407,15;372,1;360,72;351,07;346,7;346,39;346,7;343,68;342,02;346,7;349,26;366,82;347,75;340,59;327,25;311,34;25.03.13;347,57;;;;;;;
26.03.14;323,29;322,76;326,16;337,4;342,75;347,51;352,48;367,19;362,29;355,8;349,69;343,21;337,55;337,17;337,55;335,59;334,91;339,36;356,93;370,44;353,77;346,3;338,91;312,81;26.03.13;342,99;;;;;;;
27.03.14;328,16;331,08;336,03;346,23;351,48;354,7;359,43;398,2;399,1;362,35;355,08;348,63;345,25;344,13;344,28;342,33;344,13;351,18;370,68;381,47;369,1;359,5;350,2;317,43;27.03.13;353,76;;;;;;;
28.03.14;339,38;332,95;339,67;351,25;358,79;372,53;366,56;385,82;372,6;364,09;364,24;354,98;350,13;348,26;347,74;349,83;357,3;364,17;377,08;379,25;375,81;372,75;368,2;337,66;28.03.13;359,63;;;;;;;
29.03.14;340,4;341,67;342,64;350,49;351,61;355,42;354,52;341,45;345,18;351,01;351,61;344,88;334,35;334,5;336,37;337,79;344,06;358,41;360,87;372,98;362,29;354,45;346,68;326,88;29.03.13;347,52;;;;;;;
30.03.14;345,26;338,16;331,06;334,42;344,66;350,86;350,34;353,18;351,24;351,16;351,53;350,94;349,37;337,79;331,51;330,99;334,42;350,19;361,17;369,54;355,94;346,75;344,74;322,02;30.03.13;345,3;;;;;;;
31.03.14;340,4;324,34;;322,1;327,03;331,36;343,76;345,93;337,41;346,08;347,57;341,82;334,72;322,62;316,12;310,81;309,69;315,22;326,28;337,11;354,45;345,71;341,07;325,98;31.03.13;332,5;;;Summertime;;;;
