Trondheim-priser i Elspot pr time for 2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Timeveid pris (NOK/MWh);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oppgi kilde: Nord Pool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date;Hour;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;Kjøredag;Døgnpris;;;;;;;
26.07.14;279,95;268,28;260,92;258,18;258,11;268,67;295,68;302,96;306,8;308,13;308,21;307,82;307,19;306,49;306,56;305,86;304,37;304,76;304,53;305,62;299,28;300,07;305,08;294,51;26.07.13;294,5;;;;;;;
27.07.14;284,85;274,42;263,68;259,68;258,66;258,42;262,74;269,71;283,28;295,12;290,88;287,43;284,85;283,83;285,71;279,28;277,4;280,77;299,43;302,09;297,31;298,72;295,98;272,77;27.07.13;281,13;;;;;;;
28.07.14;267,97;261,69;253,21;244,1;235,31;218,11;228,56;239,08;250,7;261,69;268,44;270,09;270,48;269,38;268,99;268,84;267,97;271,03;270,48;270,17;273;279,75;287,76;272,92;28.07.13;261,24;;;;;;;
29.07.14;267,42;258,63;249,29;245,28;247,48;263,89;289,33;305,34;306,44;306,92;305,89;305,82;305,19;305,03;303,3;303,62;302,2;302,52;302,6;303,93;303,7;303,77;302,44;284,3;29.07.13;290,6;;;;;;;
30.07.14;267,86;252,71;249,49;246,66;247,92;256,08;273,35;303,81;305,46;307,66;309,86;309,55;308,68;294,94;292,51;285,29;283,25;288,9;299,89;299,34;295,41;296,83;298,24;279,09;30.07.13;285,53;;;;;;;
31.07.14;269,12;255,72;246,9;248,79;251,39;256,12;271,4;290,79;308,44;309,86;304,82;301,43;292,52;291,42;290,79;288,74;284,09;299,14;306,16;304,66;301,04;304,74;303,32;282,36;31.07.13;285,99;;;;;;;
01.08.14;269,46;254,33;248,42;251,81;258,35;263,55;279,14;295,05;297,42;298,28;298,83;298,36;297,97;299,7;300,49;298,6;298,2;298,13;298,05;298,2;298,36;297,42;296,63;282,53;01.08.13;286,55;;;;;;;
02.08.14;268,62;257,95;252,69;251,51;251,75;259,44;287,06;291,85;293,73;294,75;295,3;295,22;294,2;290,99;289,57;286,75;281,96;291,22;291,85;291,85;291,46;289,1;289,57;271,45;02.08.13;281,66;;;;;;;
03.08.14;259,41;251,46;242,65;233,13;224,63;223,77;232,42;243,36;259,8;269,95;277,11;276,8;274,99;271,21;268,93;265,31;266,8;272,78;285,06;286,55;288,44;291,59;291,43;277,43;03.08.13;263,96;;;;;;;
04.08.14;270,5;254,68;246,65;241,92;239,01;237,04;242,08;248,61;256,72;276,56;284,75;285,77;285,06;284,2;282,94;279,79;277,74;279,47;284,28;295,38;296,48;296,64;296,4;295,45;04.08.13;272,42;;;;;;;
05.08.14;268,62;257,95;252,69;251,51;251,75;259,44;287,06;291,85;293,73;294,75;295,3;295,22;294,2;290,99;289,57;286,75;281,96;291,22;291,85;291,85;291,46;289,1;289,57;271,45;05.08.13;281,66;;;;;;;
06.08.14;259,77;248,3;238;236,75;238,95;249,4;275,48;301,02;300,24;299,06;299,76;299,14;300;296,86;296,86;298,03;300,63;299,92;300,79;301,89;298,19;301,34;298,03;271,79;06.08.13;283,76;;;;;;;
07.08.14;260,11;253,97;247,91;246,25;251,37;265,31;290,75;296,65;298,38;298,23;299,49;300,75;299,88;300,51;301,3;301,06;299,72;298,31;297,52;299,01;298,94;294,53;293,11;281,3;07.08.13;286,43;;;;;;;
08.08.14;286,06;270,65;268,84;268,05;268,76;285,74;296,09;299,49;304,78;302,25;301,7;301,54;302,25;300,28;300,2;299,17;298,86;298,3;298,38;298,46;297,75;295,86;295,22;276,58;08.08.13;292,3;;;;;;;
09.08.14;261,99;254,34;249,05;245,9;249,21;260,65;290,55;295,99;305,62;308,93;310,82;311,06;308,14;304,98;305,77;298,2;299,38;298,99;298,52;298,44;295,99;295,04;294,41;274,53;09.08.13;288,19;;;;;;;
10.08.14;258,64;250,82;249,96;250,51;250,66;260,13;266,7;273,74;295,4;294,77;295,95;296,18;295,16;294,77;294,15;293,91;289,38;289,3;290,86;295,32;295,16;295,63;292,58;283,43;10.08.13;281,38;;;;;;;
11.08.14;269,56;261,82;258,61;252,9;243,12;246,57;256,27;260,96;274,88;285,13;288,49;289,75;287,4;285,44;283,17;280,36;281,92;283,1;286,38;288,1;287,32;296,39;287,95;268;11.08.13;275,15;;;;;;;
12.08.14;256,34;246,96;243,12;240,15;243,91;267,92;292,95;292,87;291,39;292,41;293,58;293,42;292,8;293,97;293,34;292,87;291,78;291,15;291;290,84;289,35;289,35;287,56;269,25;12.08.13;280,35;;;;;;;
13.08.14;253,35;247,11;242,81;241,88;241,56;252,26;273,65;278,49;282,32;283,72;284,51;284,04;284,04;284,27;284,04;283,41;283,02;282,55;281,69;281,3;281,38;282,16;279,66;261,94;13.08.13;272,3;;;;;;;
14.08.14;246,72;236,97;229,95;224,56;230,18;246,33;274,26;275,75;280,12;281,6;281,99;282,54;281,99;282,3;281,21;281,05;279,8;286,44;285,97;286,2;285,97;285,89;284,95;267,09;14.08.13;269,99;;;;;;;
15.08.14;258,81;254,04;250,91;247,39;250,99;266,08;283,05;284,85;287,43;288,36;288,99;289,46;288,13;288,05;287,74;287,35;286,72;285,39;285;284,85;284,46;284,22;282,89;266,94;15.08.13;277,59;;;;;;;
16.08.14;251,59;240,95;235,78;235,54;234,61;244,08;282,59;287,99;288,54;289,17;289,48;289,48;289,56;287,52;283,69;280,79;280,71;287,6;286,5;285,96;285,17;283,37;281,57;265,45;16.08.13;273,65;;;;;;;
17.08.14;267,91;255,94;242,86;231,2;231,05;231,52;242,08;253,97;268,86;283,2;285,64;285,56;286,5;286,03;281,46;276,74;276,19;279,97;285,24;285,01;285,09;285,32;278,55;255,7;17.08.13;268,4;;;;;;;
18.08.14;247,61;229,81;208,7;176,87;164,97;127;143,86;195,93;233,28;252,58;261,17;262,03;258,72;254,15;248,17;248,25;253,76;259,04;267,23;275,03;277,08;286,77;287,56;274,16;18.08.13;237,24;;;;;;;
19.08.14;257,7;243,05;241,31;238,63;242,02;259,2;288,19;286,93;291,5;296,07;296,93;300,48;299,53;303,63;302,37;297,01;298,04;295,99;291,18;291,42;291,34;292,84;297,33;288,82;19.08.13;282,98;;;;;;;
20.08.14;276,7;266,65;262,86;264,99;271,72;286,35;292,99;291,8;286,74;287,37;287,93;288,01;287,21;287,93;287,45;286,74;283,58;283,81;282,79;282,47;282,15;282,23;280,97;281,13;20.08.13;282,19;;;;;;;
21.08.14;270,17;266,97;262,88;262,48;264,4;272,17;277,14;279,54;282,26;281,78;282,02;282,5;285,38;286,02;285,46;282,18;294,99;294,19;293,31;293,95;294,43;294,59;295,39;293,71;21.08.13;282,41;;;;;;;
22.08.14;281,97;270,61;264,97;268,75;271,74;290,36;295,03;286,89;288,66;288,75;288,99;288,83;288,58;288,34;288,02;288,5;287,46;286,81;285,84;285,84;286,08;286,73;286,57;284,96;22.08.13;284,55;;;;;;;
23.08.14;283,97;274,31;268,54;270,09;273,41;280,4;287,95;291,84;293,22;293,3;293,38;293,14;292,74;291,19;290,38;289,89;286,16;284,78;284,62;292,98;295,74;295,66;294,03;289,49;23.08.13;287,13;;;;;;;
24.08.14;271,72;267,84;269,21;267,43;265,32;271,56;285,58;296,51;297,16;298,54;299,27;299,27;298,3;297,65;296,92;297,16;297,16;297,49;297,81;298,22;298,46;298,78;296,6;290,52;24.08.13;289,77;;;;;;;
25.08.14;281,57;274,4;274,07;271,82;270,61;274,15;274,56;289,95;294,63;294,87;295,68;296;295,76;295,52;294,39;296,16;295,68;295,44;295,6;296,56;297,61;299,22;300,11;292,69;25.08.13;289,46;;;;;;;
26.08.14;280,28;271,01;268,35;269,4;276,49;296,08;302,93;321,31;359,6;367,98;365,49;364,28;345,49;337,51;340,5;335,98;350,41;336,39;332,68;333,89;334,21;334,45;326,39;306,16;26.08.13;323,22;;;;;;;
27.08.14;295,23;290,22;286,35;286,27;292;311,39;313,81;320,19;332,55;336,1;337,8;336,91;336,59;336,35;335,14;332,71;310,5;312,2;310,74;311,71;311,55;310,01;304,84;299,43;27.08.13;314,61;;;;;;;
28.08.14;295,4;290;278,39;275,89;281,7;293,22;296,29;304,35;333,2;335,38;332,72;330,62;332,07;331,67;331,43;325,46;311,28;328,04;340,54;345,05;376,32;387,85;347,47;315,87;28.08.13;321,68;;;;;;;
29.08.14;305,71;279,35;269,43;269,03;276,12;307,89;326,67;321,03;345,05;333,44;373,27;371,34;320,38;332,88;338,2;415,84;411,48;394,72;374,72;378,35;382,3;395,28;377,14;344,73;29.08.13;343,51;;;;;;;
30.08.14;288,88;279,3;272,61;270,68;274,7;289,36;366,76;373,2;400,82;400,58;400,66;398,73;370,86;372,88;360,47;346,78;342,52;336,15;339,05;341,39;333,74;335,11;312,23;291,62;30.08.13;337,46;;;;;;;
31.08.14;285;275,45;275,78;275,37;275,29;276,02;287,67;307,33;305,23;305,07;311,06;311,3;304,1;300,7;299,16;301,75;304,99;308,39;307,66;322,87;338,33;315,1;301,43;276,83;31.08.13;298,83;;;;;;;
01.09.14;262,86;253,24;248,48;247,42;244,92;242,25;247,91;269,24;284,27;286,78;289,12;286,53;285;284,84;283,71;283,63;285,56;288,31;288,23;292,51;308,43;298,98;293,4;275,22;01.09.13;276,29;;;;;;;
02.09.14;249,12;234,09;219,95;231,18;247,1;263,51;306,98;350,05;376,15;359,5;346,41;350,69;350,45;350,53;351,5;353,93;338,57;318,13;313,93;329,28;349,08;317;302,94;287,83;02.09.13;312,41;;;;;;;
03.09.14;288,96;286,31;286,23;286,31;287,68;300,44;382,18;415,98;460,94;499,56;503,17;499,64;492,65;458,93;445,28;446,17;433,4;465,36;461,34;439,66;437,98;407,87;376,8;349,74;03.09.13;404,69;;;;;;;
04.09.14;297,19;291,11;289,03;288,71;290,79;319,84;431,47;400,1;478,36;410,18;409,62;400,5;400,1;405,14;431,39;427,87;439,63;441,87;434,03;438,11;427,15;400,82;377,21;313,6;04.09.13;385,16;;;;;;;
05.09.14;299,14;290,18;285,54;285,54;296,42;312,58;396,42;406,59;378,74;391,38;390,74;384,98;372,98;351,14;355,22;359,14;376,18;382,1;375,94;385,14;398,82;365,54;313,86;287,3;05.09.13;351,73;;;;;;;
06.09.14;289,84;277,36;275,83;275,67;284,21;301,6;367,94;397,17;406,99;397,81;363,11;350,87;350,63;328,25;311,74;308,2;306,27;326,72;347,25;341,37;339,12;318,1;294,03;279,54;06.09.13;326,65;;;;;;;
07.09.14;295,27;284,96;278,8;279,04;284,48;291,12;303,51;310,87;327,9;350,6;340,29;344,21;336,69;330,05;324,54;325,82;332,93;331,89;363,4;367,23;368,51;347,24;317,26;309,27;07.09.13;322,75;;;;;;;
08.09.14;311,72;303,95;300,99;299,86;298,74;297,78;303,55;309,88;319,97;324,77;330,14;336,15;327,9;320,61;312,04;309,8;307,95;304,43;312,36;323,01;359,61;319,49;307,71;307,71;08.09.13;314,59;;;;;;;
09.09.14;302,51;299,78;300,83;300,59;306,99;327,66;369,62;379,4;404,3;405,03;400,94;399,82;383,56;399,42;400,86;396,54;386,04;379,16;372,67;376,03;424,41;416,88;363,94;304,67;09.09.13;366,74;;;;;;;
10.09.14;319,44;310,37;310,05;310,45;318,07;356,1;379,76;407,36;418,99;412,33;409,28;405,51;403,99;408,24;415,54;409,76;399,25;391,47;394,92;409,52;431,5;398,85;370,86;333,47;10.09.13;380,21;;;;;;;
11.09.14;322,57;316,81;313,51;310,91;323,91;369,05;389,7;417,74;412,23;406,32;406,32;409,71;472,98;422,79;416,01;441,15;424,68;409,79;405,45;411,68;445,48;456,59;387,73;320,04;11.09.13;392,21;;;;;;;
12.09.14;328,43;320,89;315,55;316,89;333,62;377,05;462,02;467,05;357,41;354,9;352,86;348,85;331,5;342,65;342,49;341,39;452,2;466,81;463,12;467,68;467,36;432,02;408,07;339,35;12.09.13;382,92;;;;;;;
13.09.14;326,2;321,41;316,85;320,47;338,38;368,31;393,61;420,32;484,12;506,82;478,7;458,82;425,82;455,36;427,71;403,67;392,75;417,02;424,64;456,38;436,43;382,69;343,33;331,07;13.09.13;401,29;;;;;;;
14.09.14;341,11;330,11;320,52;315,01;320,6;341,82;365,72;382,31;357,39;357,62;360,93;362,58;353,54;339,78;335,61;330,58;330,42;330,89;338,21;350,47;363,36;347,88;342,22;334,83;14.09.13;343,9;;;;;;;
15.09.14;309,09;303,9;298,54;294,61;291,69;292,48;289,02;299,17;309,49;321,06;329,41;321,45;316,81;316,57;318,15;316,26;304,06;301,3;312,64;330,59;339,01;308,39;298,78;295,63;15.09.13;309,09;;;;;;;
16.09.14;268,31;255,87;253,2;255,79;263,51;290,12;321,06;385,93;390,89;386,88;384,44;391,76;385,15;385,3;373,97;387,43;391,6;387,19;378,06;373,42;368,06;360,11;346,73;316,34;16.09.13;345,88;;;;;;;
17.09.14;295,3;293,88;292,07;292,78;300,03;334,09;357,1;421,82;435,62;415,83;397,23;404,64;393,6;381,94;371,45;372,08;380,36;360,81;374,05;399,04;393,45;348,43;314,77;304,21;17.09.13;359,77;;;;;;;
18.09.14;282,19;271,87;270,29;270,84;284,87;314,43;375,13;441,03;355,34;363,38;357,16;352,19;351,64;362,6;363,86;417,85;416,67;417,93;416,35;435,67;419,19;392,08;349,27;304,66;18.09.13;357,77;;;;;;;
19.09.14;293,43;283,32;278,19;278,27;287,98;337,87;458,1;438,6;436,15;435,37;421,87;405,92;364,16;367,55;368,9;368,66;364,63;347,74;360,92;364,16;367,24;366,45;359,27;316,32;19.09.13;361,29;;;;;;;
20.09.14;287,79;284,28;281,69;282,32;287,25;346,84;360,92;345,59;360,92;366,31;358,8;353,02;335,97;335,58;331,35;331,35;327,76;326,51;328,07;346,21;353,49;346,45;352;306,09;20.09.13;330,69;;;;;;;
21.09.14;286,72;279,7;273,64;272,45;275,88;279,62;281,7;289,67;323,78;334,14;348,25;339,09;317,17;304,17;284,48;281,3;284,88;303,54;342,27;366,91;349,13;300,59;276,67;266,23;21.09.13;302,58;;;;;;;
22.09.14;251,86;238,1;200,43;186,91;186,51;236,26;252,9;256,82;263,69;272,57;275,61;280,73;275,13;274,33;273,05;271,53;272,97;282,17;290,25;314,88;303,76;283,29;271,53;258,26;22.09.13;261,4;;;;;;;
23.09.14;248,34;149,88;95,26;85,26;177,48;261,53;312,4;336,24;363,67;363,35;360,71;351,59;340,63;318,08;311,92;307,12;323,52;374,31;382,94;388,78;386,62;378,47;319,28;274,81;23.09.13;300,51;;;;;;;
24.09.14;281,56;273,98;271,66;271,9;279,01;298,33;429,93;465,86;470,41;466,9;464,35;459,07;434,8;391,6;370,92;390,96;398,87;398,55;393,44;398,79;415,71;405,97;375,63;329,87;24.09.13;380,75;;;;;;;
25.09.14;295,75;291,82;288,38;289,18;291,18;309,61;430,08;382,5;417,35;429,6;410,62;393,24;430;429,52;446,43;414,94;400,77;384,5;383,38;405,81;421,27;398,12;369,52;296,31;25.09.13;375,41;;;;;;;
26.09.14;288,96;283,34;274,47;274,23;287,25;305,06;393,65;403,98;404,47;394,95;393;390,97;392,6;395,36;396,91;403,82;394,47;423,75;421,31;434,82;425,79;387,71;366,08;301,24;26.09.13;368,26;;;;;;;
27.09.14;298,82;278,23;273,95;266,76;276,05;302,86;396,35;385,53;385,86;382,47;384,89;378,11;393,53;375,6;350,41;357,52;361,55;362,04;374,63;385,69;357,6;336,77;335,88;314,64;27.09.13;346,49;;;;;;;
28.09.14;314,28;301,67;295,04;279,19;279,19;283,72;296,41;304,42;330,94;338,14;336,52;321,96;313,31;312,34;307,98;306,84;307,57;319,3;355,84;387,3;370,4;320,19;302,24;282,02;28.09.13;315,28;;;;;;;
29.09.14;301,83;294,39;290,5;289,05;290,42;292,04;295,76;300,21;307,42;315,35;324,33;322,3;318,74;314,05;312,51;312,51;316,64;327,32;345,85;358,23;338,16;319,8;307,09;301,99;29.09.13;312,35;;;;;;;
30.09.14;300,54;296,49;294,63;292,28;298,59;320,04;375,95;451,05;439,48;427,74;400,96;394,73;399,66;378,54;363,33;362,85;363,49;367,05;403,39;420,95;426,21;355,56;324,17;306,36;30.09.13;365,17;;;;;;;
01.10.14;313,21;311,51;307,37;306,88;317,99;344,27;394,31;430,24;464,87;472,08;443,13;465,19;398,93;389,69;397,55;402,82;390,33;405,26;451,73;463,89;442,81;406,64;382,95;331,54;01.10.13;393,13;;;;;;;
02.10.14;313,83;303,81;301,61;302,26;313,91;337,28;383,3;398,7;405,05;402,36;399,43;399,51;394,87;371,66;368,97;356,18;350,32;364,16;404,07;412,95;393,24;326,86;311,71;302,51;02.10.13;359,11;;;;;;;
03.10.14;285,31;280,74;276,58;277,97;286,69;299,17;330,81;391,15;407,05;355,27;351,6;344,75;342,3;329,75;334,88;331,46;329,34;339,45;366,36;407,37;339,61;316,95;303,57;293,05;03.10.13;330,05;;;;;;;
04.10.14;290,8;282,1;275,43;276,16;286,16;304,13;339,41;388,19;388,27;360,39;341,52;325,67;319,82;311,85;313,8;328,44;330,47;341,44;348,92;375,67;327,38;311,04;300,55;278,44;04.10.13;322,75;;;;;;;
05.10.14;277,1;274,58;273,04;272,56;272,64;273,85;285,12;281,23;298,97;325,14;329,68;337,38;332,11;321,5;299,94;298,97;300,75;324,57;353,74;341,59;330,81;302,78;300,59;272,31;05.10.13;303,37;;;;;;;
06.10.14;273,54;270,13;270,53;270,78;277,27;290,91;297,32;301,7;302,35;310,71;327,68;332,3;325,56;327,92;308,6;299,75;300,08;317,45;340,26;355,84;344,4;309,01;307,63;278,65;06.10.13;305,85;;;;;;;
07.10.14;276,3;269,64;257,95;259,82;269,48;300;364,69;385,79;394,4;393,66;390,91;386,77;363,31;351,05;351,38;355,35;353,49;364,36;387,25;404,38;361,44;343,26;338,15;317,12;07.10.13;343,33;;;;;;;
08.10.14;296,36;285,13;281,63;280,09;283,67;327,84;390,48;403,82;415,86;415,45;425,95;403,09;391,78;371,77;376,24;374,29;356,23;367,05;394,55;392,68;352,98;330,2;328,82;293,92;08.10.13;355,83;;;;;;;
09.10.14;278,99;275,51;266,3;251,6;260,97;286,1;340,39;358,49;369,07;364,14;361,56;355,9;351,38;338,69;339,34;347,26;343,22;363,74;386,28;392,26;353,07;337,64;312,6;288,76;09.10.13;330,14;;;;;;;
10.10.14;277,64;274,97;267,19;266,38;277,48;298,07;365,49;393,45;396,2;395,64;402,93;395,31;364,52;351,55;353,17;355,44;354,23;368,73;395,31;395,31;351,71;333,48;320,76;292,55;10.10.13;343,65;;;;;;;
11.10.14;298,23;279,58;269,11;268,62;281,3;302,08;363,12;381,53;382,26;381,28;378,01;377,93;364,34;336,03;323,19;323,03;320,16;341,68;356,08;366,72;316,32;304,62;300,36;287,35;11.10.13;329,29;;;;;;;
12.10.14;303,65;301,69;300,23;295,58;295,75;300,47;302,35;307,07;307,24;326,63;326,55;322,23;315,55;308,05;303,41;303,16;306,01;340,08;369,74;367,22;350,27;319,13;303,81;301,53;12.10.13;315,73;;;;;;;
13.10.14;302,1;299,25;292,33;285,99;285,99;289,97;293,47;306,33;306,09;319,19;328,55;331,89;329,53;326,11;322,28;323,1;328,88;339,38;357,04;383;357,85;332,54;325,7;310,73;13.10.13;319,89;;;;;;;
14.10.14;304,46;300,8;298,93;300,39;315,53;350,61;421,66;405,46;409,04;407,33;405,79;406,11;396,02;373,48;387,88;394,72;386,01;380,31;381,45;383,81;406,36;383,89;332,38;306,17;14.10.13;368,27;;;;;;;
15.10.14;308,56;306,2;304,9;303,44;304,74;337,44;389,34;388,12;412,85;412,04;407,32;399,51;389,5;388,12;372,75;369,9;364,85;372,83;373,23;374,94;389,75;418,14;363,15;334,76;15.10.13;366,1;;;;;;;
16.10.14;312,3;307,84;305,81;305,89;315,63;360,27;428,69;467,08;403,69;420,33;414,48;429,34;455,39;459,85;454,66;426,5;401,74;417;417,08;416,76;400,52;402,31;362,3;356,62;16.10.13;393,42;;;;;;;
17.10.14;329,83;315,58;308,33;306,87;317,94;366,56;427,07;457,61;489,86;446,13;437,25;423,57;440,26;423,49;429,11;413,31;396,45;413,55;427,72;411,35;388,79;361,68;355,49;334,8;17.10.13;392,61;;;;;;;
18.10.14;319,2;308,66;303,64;303,23;310,28;346,1;348,53;384,51;398,94;387,83;413,2;396,91;385,65;380,38;362,15;353,23;370,41;413,28;465,79;469,84;428,59;372,84;361,42;326,65;18.10.13;371,3;;;;;;;
19.10.14;353,81;347,33;340,13;337,38;343,69;353;371,21;373,97;362,15;369,92;378,5;371,62;360,21;354,13;352,03;349,2;355,11;385,95;417,11;409,34;368,06;366,03;361,74;352,6;19.10.13;363,93;;;;;;;
20.10.14;352,24;341,96;333,15;331,04;339,86;344,15;353,94;354,5;354,75;359,03;362,43;366,88;359,84;358,39;355,88;358,23;363;381,52;403,53;404,99;363,65;355,64;348,76;328,62;20.10.13;357,33;;;;;;;
21.10.14;322,55;315,27;309,69;309,52;321,9;378,61;400,21;481,6;485,32;479,09;469,79;449,64;411,3;404,66;406,28;418,41;414,37;436,94;512,83;480,87;420,19;380,31;348,27;338,49;21.10.13;404;;;;;;;
22.10.14;332,53;336,49;332,28;332,12;333,98;342,89;379,51;431,35;469,1;431,27;397,98;382,26;369,79;356,67;356,26;355,53;351,48;375,94;406,56;406,65;338,2;311,71;300,12;289,27;22.10.13;363,33;;;;;;;
23.10.14;284,16;277,82;273,34;272,94;277,33;314,34;353,31;374,46;382,76;371,21;373,98;366,9;366,25;358,19;359,17;365,92;370,64;394,96;398,79;383,66;329,64;323,46;303,44;290,35;23.10.13;340,29;;;;;;;
24.10.14;277,24;274,07;273,82;273,91;274,07;305,46;333,92;375,73;377,03;376,62;350,19;328,96;325,39;318,96;321,56;332,14;344,66;388,9;393,29;380,2;353,28;332,87;309,85;285,13;24.10.13;329,47;;;;;;;
25.10.14;273,56;258,44;256,49;262,18;269,9;303,86;338,55;389,41;391,85;389,9;389,57;356,43;345,13;331,89;329,21;327,99;329,29;344,08;395,1;394,77;324,33;306,13;295,9;273,56;25.10.13;328,23;;;;;;;
26.10.14;277,5;263,48;263,24;264,3;265,36;269,11;271,22;274,56;303,89;316,44;310;291,43;282,14;277,58;274,56;273,34;273,1;293,55;322,63;324,51;280,35;273,91;272,04;269,19;26.10.13;282,81;;;;;;;
27.10.14;278,72;276,61;562,8;281,16;285,63;292,86;295,71;300,18;302,29;307,57;311,4;308,39;309,2;302,94;302,13;303,43;308,63;317,82;318,55;309,36;285,3;310,01;293,43;279,04;27.10.13;297,73;;;Wintertime, double pric in hour 3;;;;
28.10.14;260,27;257,59;255,8;255,39;257,99;267,01;281,97;313,26;303,75;292,37;292,05;292,86;294;291,48;290,34;290,51;300,34;310,01;309,36;299,77;285,14;285,79;274,57;274,98;28.10.13;284,86;;;;;;;
29.10.14;262,3;261;258,89;259,95;260,27;265,23;279,86;299,04;297,58;286,04;283,44;282,79;281;282,3;283,11;305,06;324,73;338,95;337,82;320,34;309,94;294,25;282,95;264,25;29.10.13;288,38;;;;;;;
30.10.14;251,08;249,94;248,64;248,32;249,37;257,34;276,92;309,59;310,97;295,77;283,83;282,12;283,42;286,59;296,18;311,45;319,99;336,24;330,55;315,03;304,63;293,17;277,73;261,64;30.10.13;286,69;;;;;;;
31.10.14;259,14;256,15;254,7;253,97;259,95;266,17;280,96;310,05;312,55;293,89;284,43;282,01;279,34;278,62;279,59;286,78;305,52;320,31;327,5;312,8;288,55;280,8;272,72;262,54;31.10.13;283,71;;;;;;;
01.11.14;260,33;260,58;261,06;262,52;268,12;283,92;292,11;300,3;303,79;303,22;298,6;298,36;311,08;299,65;291,22;289,84;298,6;321,79;337,43;307,68;290,17;278,25;283,44;269,74;01.11.13;290,49;;;;;;;
02.11.14;260,13;258,93;256,43;259,57;260,29;262,46;267,45;267,61;276,93;282,64;292,29;300,49;298,07;288,67;279,67;284,01;292,45;329,27;347,83;325,09;290,36;280,39;274,52;273,8;02.11.13;283,72;;;;;;;
03.11.14;280,61;277,87;266,52;264,91;265,39;274,33;275,05;277,22;275,21;280,04;280,04;277,47;278,67;277,95;275,45;275,05;281,41;289,54;288,82;285,11;282,54;274;267,16;260,08;03.11.13;276,27;;;;;;;
04.11.14;254,61;253,32;252,35;252,67;255,57;267,57;285,35;312,56;311,84;300;299,2;298,23;298,48;297,59;299,52;305;319;361,34;353,37;321,9;294,93;295,74;284,63;284,79;04.11.13;294,15;;;;;;;
05.11.14;283,35;278,77;277,16;277,08;277,73;281,83;312,13;338,5;336,89;316,55;302;298,22;302;314,38;317,44;330,22;348,14;370,57;352,89;323,95;304,66;291,95;291,31;296,46;05.11.13;309,34;;;;;;;
06.11.14;283,78;276,37;268,96;270,33;274,11;288,86;314,32;331,88;343,16;335,91;328,9;326,97;326;329,63;325,6;321,57;341,07;412,06;394,57;359,04;323,34;302,47;289,18;288,78;06.11.13;319,04;;;;;;;
07.11.14;286,27;283,53;282,32;282,16;283,45;291,67;313,92;339,71;333,18;316,42;305,37;307,63;309,4;315,05;313,43;329,39;365,01;379,12;369,21;335,6;317,54;298,6;286,11;271,52;07.11.13;313,15;;;;;;;
08.11.14;281,93;275,87;275,14;269,81;276,19;284,11;319,92;345,54;356,05;337,95;326,71;321,38;319,52;322,02;317,5;325,58;340,05;356,21;355;328,41;310,71;292,52;283,22;285,57;08.11.13;312,79;;;;;;;
09.11.14;283,75;278,84;277,7;277,21;278,35;280,72;281,3;287,1;289,39;297,74;300,11;301,01;302,07;301,75;300,35;298,96;304,04;317,12;321,87;307,06;304,36;298,23;297,74;297,33;09.11.13;295,17;;;;;;;
10.11.14;298;297,5;295,12;294,38;294,79;297,17;297,42;297,75;297,17;297,42;297,75;297,91;297,83;297,67;297,67;298;306,04;306,95;309,57;307,44;306,04;306,12;298;297,5;10.11.13;299,63;;;;;;;
11.11.14;285,35;285,6;287,9;289,29;292,25;297,26;311,22;350,47;366,4;348,33;349,48;343,98;343,08;358,76;354,74;357,45;367,22;368,7;336,26;323,12;308,59;307,19;294,14;274,84;11.11.13;325,07;;;;;;;
12.11.14;270,85;264,84;262,7;262,54;267,39;279,9;293,89;319,41;320,72;314,39;311,92;325,99;320,31;319,9;319,49;321,88;345,33;365,41;333,23;320,39;308,46;304,1;295,46;279,74;12.11.13;305,34;;;;;;;
13.11.14;273,37;268,22;265,4;266,48;271,29;284,91;303;321,1;315,29;313,22;309,81;307,82;306,33;307,65;306,99;309,15;326,17;360,62;338,29;322,35;319,19;311,39;298,52;286,24;13.11.13;303,87;;;;;;;
14.11.14;283;278,17;277,26;278,75;283,5;290,91;320,15;348,96;330,39;322,9;320,4;321,06;322,81;324,23;326,81;329,31;363,46;382,19;360,62;334,47;324,56;326,06;309,15;289,25;14.11.13;318,68;;;;;;;
15.11.14;283,51;280,67;278,17;278,67;284,76;292,68;322,02;324,77;327,35;321,69;321,44;318,77;314,35;311,52;307,77;306,93;311,02;310,93;309,85;300,51;293,18;287,01;278,59;267,25;15.11.13;301,39;;;;;;;
16.11.14;264,24;253,67;252,85;250,95;252,52;255,49;252,27;263,67;273,49;282,91;284,64;282,66;277,46;272,42;274,48;281,83;290,01;294,05;291,49;286,95;275,72;268,21;267,3;255,74;16.11.13;271,04;;;;;;;
17.11.14;239,69;225,15;227,71;225,65;235,64;239,44;233,91;259,6;268,76;282,23;284,79;288,67;288,17;288,09;292,06;297,34;304,2;309,9;309,07;305,02;299,99;289,66;283,63;277,68;17.11.13;273,17;;;;;;;
